epoch,train_loss,train_acc,val_loss,val_acc
1,1.9759014437524536,27.386172006745362,1.8793365435722547,29.794661190965094
2,1.819987333506989,32.95671725688589,1.7656440750146523,34.86652977412731
3,1.7334396860582366,36.75660483417651,1.6425041525791853,40.28747433264887
4,1.642110031285732,40.37099494097808,1.6006610179558778,40.903490759753595
5,1.5702430318585403,43.125351320966836,1.4849701340381916,46.28336755646817
6,1.5118444879278004,45.654862282181,1.473441590101291,45.95482546201232
7,1.4686920973036786,47.077009555930296,1.3505103572821007,50.6570841889117
8,1.4269913224865207,48.76616076447442,1.3752849667500227,49.87679671457906
9,1.3915028349101115,50.1433389544688,1.3157103978670561,52.46406570841889
10,1.359446268287494,51.32096683530073,1.233135353296231,55.7700205338809
11,1.3343874571992338,51.734120292299046,1.2501724240107415,55.46201232032854
12,1.302724165882138,53.288364249578414,1.2420526956900573,54.06570841889117
13,1.2861128972588682,53.90949971894322,1.2267596843915107,55.64681724845996
14,1.2540647816314971,54.893198426082066,1.1458780414018876,58.54209445585216
15,1.2338469144251707,55.85160202360877,1.1644921287512169,58.37782340862423
16,1.2202813160076416,56.62169758291175,1.132541713042137,58.87063655030801
17,1.1945207680729653,57.47329960652052,1.137037497300368,59.65092402464066
18,1.1773243016905064,57.906127037661605,1.0888284070369525,61.23203285420944
19,1.158815009774064,58.560989319842605,1.1122457950543134,60.47227926078029
20,1.14441813003245,58.9938167509837,1.0555162338110118,61.950718685831625
21,1.130184972028938,59.76672287802136,1.1078589321711125,61.21149897330596
22,1.1109064172068945,60.50309162450815,1.0417969479010656,63.285420944558524
23,1.1018103363273812,60.93872962338392,1.012158323556949,63.65503080082136
24,1.0830533763916372,61.38560989319843,1.0816941887904437,61.93018480492813
25,1.061657715830014,62.32715008431703,1.012108346590629,63.408624229979466
26,1.0469678132225284,62.62507026419337,0.9976299405097961,63.921971252566735
27,1.0402935561087492,63.07476110174255,0.9981118792142624,63.880903490759756
28,1.0175265451129392,63.600337268128165,0.9979666165816479,64.55852156057495
29,1.0080446493711404,64.10905002810567,0.96394527111298,65.13347022587268
30,0.9895245973154795,64.75829117481732,0.9589624970387189,65.46201232032854
31,0.9789894017384206,65.23046655424396,0.9881812570950924,64.22997946611909
32,0.9680205795833533,65.32321528948847,1.002492328484853,65.17453798767967
33,0.942606810185549,66.21135469364812,0.9340334076147813,67.02258726899385
34,0.9354483718923527,66.54300168634065,0.9488506859693772,65.99589322381931
35,0.919702640325903,67.21472737492974,0.9668772426935343,66.55030800821355
36,0.9091551083026173,67.56885890949972,0.9731700557928818,65.29774127310061
37,0.892444633322654,68.27993254637437,0.922709870032775,67.28952772073922
38,0.8712071437629865,69.19617762788083,0.8832631691908225,69.26078028747433
39,0.8644187173826231,69.0078695896571,0.9185742109249799,67.26899383983573
40,0.8507962025326791,69.65711073636875,0.8994973813876127,68.13141683778234
41,0.8362508231787373,70.02810567734683,0.8957870587324485,68.37782340862422
42,0.82076166173537,70.5902192242833,0.9239838367853409,67.24845995893224
43,0.8185245765627717,70.77009555930297,0.9053284716911805,68.27515400410678
44,0.7993755299839185,71.80719505340079,0.9116692672937344,68.66529774127311
45,0.7865451010439893,72.29061270376616,0.8988903340620872,68.99383983572895
46,0.7597953599991558,72.9229904440697,0.9341353414914547,68.02874743326488
47,0.7529602203008939,72.92017987633501,0.91347630130939,68.62422997946612
48,0.7410994307171527,73.74648679033164,0.9208324268842355,68.48049281314168
49,0.7345790312015753,73.74648679033164,0.9072587543573135,68.4599589322382
50,0.7170084368625134,74.4884766722878,0.9351706260289901,68.25462012320328
51,0.706593854071425,74.87914558740866,0.9009360651939343,68.93223819301848
52,0.6969312796060988,74.95503091624508,0.916221124239457,69.01437371663245
53,0.6761791696436972,75.87127599775154,0.8879297115863898,69.85626283367556
54,0.6671686809268786,76.50927487352445,0.9183067706150886,69.79466119096509
55,0.6480465976239966,77.02360876897133,0.9327803964798267,69.03490759753593
56,0.6388791231371516,77.08825182686903,0.8877464047609231,70.34907597535934
57,0.6327620279445922,77.52107925801012,0.8839465597501168,70.34907597535934
58,0.6180312182191464,78.18156267566049,0.9034290481836368,70.16427104722793
59,0.5968871405013174,78.80550871275997,0.8861491897931466,70.04106776180699
60,0.5935414431335257,78.929173693086,0.9301562974086175,69.93839835728953
61,0.5768450758011221,79.55593029792018,0.9416762712674264,69.89733059548254
62,0.5725819323774722,79.81450252951096,0.9109552762447259,70.34907597535934
63,0.5628506064200572,80.16582349634626,0.9227329981632721,70.59548254620123
64,0.5545764099136531,80.41877459246768,0.9249824182345316,69.93839835728953
65,0.5454119301313977,80.98369870713884,0.9395719094154162,69.63039014373716
66,0.5298248737407245,81.309724564362,0.9266858291931641,70.86242299794661
67,0.5232335979775559,81.51489600899382,0.9288812730556879,70.32854209445586
68,0.5166835948932085,81.8690275435638,0.9373978976255808,70.24640657084188
69,0.5016817565230157,82.19224283305228,0.9387943213566755,70.32854209445586
70,0.49325031149301596,82.57448004496908,0.9489623331106626,70.47227926078028
71,0.4871875258872835,82.72062956717257,0.9469782213370005,70.49281314168378
72,0.47739455865012653,83.06913996627318,0.9420238163990852,70.49281314168378
73,0.4762788348489528,83.36143901068016,0.9366943049125183,70.41067761806981
74,0.47040847726434254,83.62001124227093,0.9529100603018051,70.49281314168378
75,0.45524460516816423,83.91512085441259,0.9408192766400484,70.61601642710473
76,0.44994002355517243,84.40134907251264,0.9610875191596838,70.26694045174538
77,0.4442184890131299,84.59527824620574,0.9493148315411347,70.63655030800821
78,0.4405513820673922,84.59527824620574,0.9467138204819117,70.75975359342915
79,0.4322224628689478,84.90725126475549,0.9584048634920365,70.63655030800821
80,0.4314728298847624,85.03653738055087,0.9580428329033729,70.80082135523614
81,0.41881192598840317,85.31478358628443,0.9589607169230779,71.06776180698152
82,0.4162156808076145,85.415964024733,0.9603658866805908,70.65708418891171
83,0.4116780106112254,85.69421023046655,0.9582207061541386,70.71868583162218
84,0.4136032196257612,85.59302979201799,0.9652921729362928,71.17043121149898
85,0.4080876220258877,85.72231590781338,0.9664258720018924,70.94455852156058
86,0.40624216193561075,86.02866779089376,0.9667514810959498,70.92402464065708
87,0.40196727988102454,85.97526700393479,0.9732926820333188,70.82135523613962
88,0.3985307239156833,85.95278246205734,0.9650724075543575,70.82135523613962
89,0.39841663521185194,86.1804384485666,0.9788380116224289,70.82135523613962
90,0.3931917737928226,86.37998875772907,0.9686000297466913,70.78028747433265
91,0.3889004595095305,86.65261382799325,0.9739215935652072,70.88295687885011
92,0.38727430934957463,86.55705452501405,0.970466849513543,70.96509240246407
93,0.3934195768490112,86.27599775154582,0.9740711446755972,70.78028747433265
94,0.3892918673457859,86.73974142776841,0.9747511259256265,70.80082135523614
95,0.38815125603255607,86.57672849915683,0.9691683581242194,71.06776180698152
96,0.3877335632447716,86.57391793142214,0.9676879766659859,71.3141683778234
97,0.38539673446965733,86.58797077009557,0.9686859162190021,71.29363449691992
98,0.3874125659680195,86.76222596964587,0.9696199542436844,71.17043121149898
99,0.3850724943143001,86.51208544125913,0.9690162065701607,71.29363449691992
100,0.38239772430212376,86.84935356942103,0.9691670044110372,71.27310061601642
